Wavelength [nm],Lampe Halogene #0,DEL #2,Bulbe Halogen  #3,DEL #2,Fluorescent tourbillon,DEL Chandelier,Fluorescent Philipps,Globe incandescent,
256.134,54.61,2.39,82.43,18.43,23.04,27.48,-76.46,-4.95,
256.351,122.2,24.92,154.11,-53.25,92.67,-33.96,134.48,138.41,
256.567,42.32,-18.09,39.42,-22.53,10.75,-27.82,-41.64,-45.91,
256.784,52.56,43.35,154.11,102.4,-5.63,156.5,42.32,60.59,
257,-27.31,-40.62,-3.58,92.16,-46.59,-46.25,-19.11,-56.15,
257.217,46.42,149.84,150.01,114.69,33.28,117.59,95.57,124.07,
257.433,116.05,106.84,166.4,159.74,137.73,129.88,89.43,169.13,
257.65,-31.4,16.73,141.82,114.69,-1.54,27.48,62.8,54.44,
257.866,132.44,182.61,264.7,161.79,139.77,219.99,193.87,142.5,
258.082,-23.21,-126.63,37.38,38.91,-116.22,-7.34,-55.98,-64.34,
258.299,40.28,-40.62,35.33,34.82,31.23,82.77,-51.88,-0.85,
258.515,52.56,14.68,172.54,88.06,-13.82,97.11,13.65,109.74,
258.732,7.51,57.68,102.91,40.96,-15.87,52.05,-0.68,38.06,
258.948,-6.83,14.68,104.96,4.1,-15.87,13.14,-19.11,-9.05,
259.165,128.34,72.02,107.01,118.78,66.05,82.77,89.43,89.26,
259.381,-39.59,-24.23,-22.02,-14.34,-38.4,21.33,-2.73,25.77,
259.597,116.05,69.97,160.25,71.68,125.44,138.07,40.28,46.25,
259.814,130.39,98.64,94.72,71.68,20.99,0.85,27.99,66.73,
260.03,-31.4,102.74,94.72,0,-50.69,47.96,89.43,105.64,
260.246,11.61,16.73,61.95,34.82,64,72.53,1.37,40.11,
260.463,144.72,104.79,107.01,198.65,76.29,101.2,161.11,169.13,
260.679,234.83,45.4,203.26,137.21,160.25,101.2,62.8,205.99,
260.895,-29.35,94.55,139.77,32.77,10.75,70.48,-6.83,38.06,
261.112,130.39,26.96,121.34,208.89,68.09,41.81,134.48,89.26,
261.328,66.9,37.2,197.12,-2.05,-48.64,76.63,93.52,140.46,
261.544,21.85,0.34,72.19,75.77,29.18,99.16,-8.87,50.35,
261.761,208.21,201.04,195.07,163.84,66.05,203.6,165.2,126.12,
261.977,3.41,29.01,25.09,28.67,72.19,-25.77,56.66,89.26,
262.193,-64.17,-59.05,29.18,0,-50.69,-1.19,42.32,19.63,
262.409,91.48,94.55,127.49,51.2,90.62,140.12,-8.87,144.55,
262.626,175.44,24.92,139.77,55.3,-54.78,158.55,118.1,124.07,
262.842,87.38,139.6,92.67,77.82,115.2,-23.72,27.99,81.07,
263.058,-31.4,-28.33,41.47,-8.19,-28.16,76.63,99.67,13.48,
263.274,46.42,67.92,168.45,63.49,133.63,174.93,122.2,132.26,
263.49,124.24,45.4,133.63,69.63,68.09,68.44,5.46,87.21,
263.707,71,39.25,207.36,155.65,61.95,146.26,66.9,113.83,
263.923,83.28,96.6,94.72,178.17,72.19,117.59,157.01,162.98,
264.139,-35.5,-24.23,18.94,22.53,14.85,-19.63,-45.74,-41.81,
264.355,50.52,94.55,129.53,34.82,18.94,-3.24,120.15,56.49,
264.571,146.77,80.21,172.54,163.84,68.09,115.54,101.72,142.5,
264.787,56.66,90.45,139.77,112.64,39.42,99.16,134.48,132.26,
265.004,169.3,51.54,113.15,182.27,55.81,136.02,111.96,152.74,
265.22,-2.73,8.53,96.77,63.49,-40.45,-13.48,46.42,58.54,
265.436,-6.83,-65.19,64,6.14,-34.3,-11.43,-10.92,58.54,
265.652,42.32,-28.33,104.96,4.1,41.47,2.9,-2.73,-43.86,
265.868,73.04,6.49,129.53,88.06,80.38,176.98,36.18,146.6,
266.084,-10.92,-59.05,53.76,-30.72,-75.26,-68.78,5.46,-43.86,
266.3,38.23,88.4,90.62,71.68,84.48,43.86,17.75,-35.67,
266.516,-58.03,33.11,-3.58,-34.82,-19.97,-9.39,-15.02,17.58,
266.732,95.57,12.63,143.87,61.44,57.86,90.96,13.65,76.97,
266.948,46.42,57.68,82.43,53.25,27.14,-9.39,91.48,74.92,
267.164,46.42,41.3,37.38,49.15,45.57,62.29,50.52,-25.43,
267.38,122.2,96.6,188.93,88.06,141.82,109.4,56.66,79.02,
267.596,81.24,96.6,104.96,106.49,104.96,138.07,23.89,119.98,
267.812,150.87,158.03,248.32,227.32,236.03,217.94,193.87,277.67,
268.028,56.66,80.21,80.38,38.91,16.9,52.05,91.48,36.01,
268.244,34.13,6.49,129.53,10.24,72.19,17.24,-17.07,70.83,
268.46,46.42,33.11,139.77,-8.19,43.52,52.05,105.81,91.31,
268.676,50.52,-40.62,172.54,-6.14,16.9,-17.58,21.85,89.26,
268.892,54.61,24.92,131.58,30.72,-3.58,119.64,120.15,126.12,
269.108,-80.55,-48.81,6.66,-18.43,37.38,68.44,11.61,-17.24,
269.324,-19.11,-81.58,-3.58,-24.58,-3.58,-56.49,-49.83,-15.19,
269.54,-25.26,-13.99,49.66,22.53,2.56,74.58,-39.59,38.06,
269.756,15.7,160.08,160.25,79.87,113.15,181.07,-10.92,224.42,
269.972,-35.5,22.87,20.99,-28.67,-93.69,-83.11,-39.59,-56.15,
270.188,17.75,16.73,137.73,90.11,61.95,62.29,-37.55,76.97,
270.403,5.46,0.34,55.81,-100.35,-62.98,-46.25,-8.87,-25.43,
270.619,50.52,6.49,53.76,118.78,0.51,19.29,19.8,150.7,
270.835,85.33,74.07,188.93,90.11,117.25,197.46,66.9,38.06,
271.051,44.37,24.92,139.77,133.12,4.61,39.76,152.92,134.31,
271.267,42.32,-7.85,100.86,34.82,49.66,27.48,27.99,-19.29,
271.483,13.65,-30.38,57.86,96.25,-7.68,60.24,-70.31,19.63,
271.698,124.24,51.54,49.66,108.54,45.57,80.72,58.71,201.9,
271.914,21.85,55.64,147.97,90.11,41.47,131.92,-0.68,173.22,
272.13,73.04,121.17,168.45,75.77,70.14,90.96,34.13,117.93,
272.346,44.37,43.35,84.48,26.62,82.43,25.43,13.65,21.67,
272.562,107.86,14.68,100.86,57.34,39.42,58.2,56.66,19.63,
272.777,144.72,88.4,98.81,118.78,119.29,179.03,126.29,193.7,
272.993,17.75,74.07,160.25,57.34,8.7,13.14,11.61,40.11,
273.209,27.99,-22.19,-22.02,2.05,18.94,64.34,-29.35,36.01,
273.425,75.09,61.78,217.6,118.78,94.72,117.59,138.58,105.64,
273.64,-68.27,-22.19,102.91,-20.48,2.56,-46.25,-15.02,-107.35,
273.856,103.76,121.17,41.47,102.4,139.77,101.2,193.87,183.46,
274.072,-27.31,8.53,18.94,43.01,4.61,52.05,17.75,15.53,
274.287,71,8.53,117.25,59.39,57.86,41.81,-23.21,56.49,
274.503,83.28,119.12,143.87,67.58,139.77,121.68,81.24,189.61,
274.719,95.57,72.02,166.4,131.07,86.53,176.98,21.85,52.39,
274.934,66.9,82.26,25.09,69.63,-13.82,-15.53,9.56,66.73,
275.15,-17.07,-38.57,6.66,-14.34,-110.08,25.43,-88.75,-66.39,
275.366,9.56,63.83,115.2,77.82,-36.35,-19.63,15.7,-23.38,
275.581,17.75,-63.15,76.29,-24.58,20.99,23.38,68.95,33.96,
275.797,40.28,49.49,102.91,30.72,0.51,80.72,21.85,44.2,
276.012,23.89,35.16,221.69,59.39,2.56,29.52,27.99,95.4,
276.228,58.71,12.63,64,26.62,-9.73,23.38,42.32,15.53,
276.444,48.47,0.34,137.73,67.58,115.2,119.64,75.09,107.69,
276.659,138.58,127.32,225.79,124.93,61.95,164.69,124.24,165.03,
276.875,34.13,-24.23,57.86,-28.67,-44.54,-58.54,-6.83,25.77,
277.09,-0.68,78.16,88.57,32.77,-56.83,39.76,36.18,44.2,
277.306,13.65,-28.33,94.72,30.72,25.09,-27.82,40.28,21.67,
277.521,75.09,12.63,164.35,53.25,57.86,109.4,32.08,27.82,
277.737,-2.73,67.92,86.53,86.01,119.29,78.68,140.63,93.35,
277.952,81.24,43.35,180.73,129.02,115.2,133.97,56.66,117.93,
278.168,66.9,2.39,145.92,14.34,-7.68,107.35,64.85,54.44,
278.383,128.34,110.93,147.97,51.2,-3.58,109.4,73.04,117.93,
278.599,122.2,49.49,154.11,49.15,80.38,29.52,103.76,64.68,
278.814,68.95,84.31,143.87,40.96,59.9,88.92,75.09,167.08,
279.03,62.8,29.01,84.48,75.77,8.7,39.76,-19.11,103.59,
279.245,101.72,67.92,268.8,124.93,100.86,179.03,146.77,212.14,
279.461,30.04,55.64,123.39,83.97,37.38,95.06,-35.5,85.16,
279.676,56.66,65.88,197.12,88.06,37.38,138.07,116.05,146.6,
279.892,-0.68,-22.19,29.18,-10.24,2.56,-13.48,-12.97,-19.29,
280.107,-17.07,20.82,74.24,24.58,16.9,-3.24,-58.03,-54.1,
280.322,40.28,20.82,41.47,32.77,-1.54,66.39,-47.79,76.97,
280.538,42.32,14.68,178.69,106.49,94.72,123.73,68.95,76.97,
280.753,-21.16,-7.85,96.77,47.1,29.18,19.29,25.94,-39.76,
280.969,126.29,84.31,113.15,122.88,37.38,19.29,-23.21,33.96,
281.184,27.99,41.3,147.97,75.77,25.09,-1.19,46.42,85.16,
281.399,249.17,127.32,289.28,167.93,201.21,191.31,126.29,173.22,
281.615,66.9,106.84,131.58,79.87,2.56,47.96,105.81,95.4,
281.83,161.11,72.02,156.16,157.69,51.71,119.64,124.24,93.35,
282.045,-4.78,-36.52,33.28,-12.29,-71.17,21.33,-15.02,-39.76,
282.26,-4.78,0.34,98.81,-22.53,47.62,47.96,-27.31,-7,
282.476,9.56,69.97,129.53,118.78,47.62,68.44,42.32,126.12,
282.691,103.76,16.73,190.97,73.73,35.33,111.44,99.67,134.31,
282.906,91.48,63.83,154.11,104.45,129.53,72.53,85.33,124.07,
283.122,38.23,55.64,82.43,65.54,61.95,60.24,60.76,105.64,
283.337,64.85,-24.23,137.73,94.21,-60.93,11.09,-37.55,103.59,
283.552,99.67,-34.47,182.78,131.07,78.33,113.49,105.81,117.93,
283.767,62.8,8.53,90.62,14.34,10.75,31.57,46.42,74.92,
283.983,124.24,76.12,205.31,192.51,82.43,176.98,173.39,162.98,
284.198,44.37,76.12,104.96,30.72,8.7,9.05,34.13,21.67,
284.413,66.9,88.4,186.88,69.63,109.05,117.59,73.04,83.11,
284.628,-10.92,-18.09,6.66,6.14,-85.5,-7.34,-0.68,-60.24,
284.843,44.37,31.06,221.69,102.4,64,86.87,87.38,113.83,
285.058,99.67,92.5,135.68,28.67,74.24,35.67,103.76,158.89,
285.274,71,22.87,29.18,18.43,2.56,11.09,-19.11,36.01,
285.489,15.7,16.73,125.44,22.53,-22.02,39.76,-27.31,-7,
285.704,95.57,127.32,150.01,57.34,96.77,158.55,128.34,122.02,
285.919,89.43,-24.23,98.81,75.77,-17.92,15.19,-0.68,56.49,
286.134,36.18,-34.47,94.72,71.68,25.09,37.72,42.32,-13.14,
286.349,107.86,96.6,186.88,49.15,64,35.67,46.42,29.87,
286.564,-15.02,-38.57,104.96,104.45,66.05,60.24,23.89,40.11,
286.779,99.67,117.08,186.88,92.16,117.25,136.02,163.15,140.46,
286.995,71,29.01,98.81,71.68,-17.92,29.52,19.8,38.06,
287.21,-86.7,26.96,125.44,-6.14,0.51,-5.29,-27.31,5.29,
287.425,83.28,39.25,215.55,188.41,16.9,170.83,157.01,122.02,
287.64,91.48,-26.28,111.1,51.2,39.42,11.09,1.37,-23.38,
287.855,138.58,49.49,184.83,43.01,37.38,52.05,7.51,56.49,
288.07,-4.78,-44.71,8.7,-26.62,-48.64,0.85,-27.31,-27.48,
288.285,111.96,55.64,217.6,88.06,127.49,131.92,132.44,148.65,
288.5,120.15,92.5,170.49,141.31,64,52.05,95.57,205.99,
288.715,17.75,84.31,213.5,126.97,41.47,84.82,111.96,89.26,
288.93,25.94,18.77,92.67,79.87,117.25,60.24,19.8,46.25,
289.145,-23.21,69.97,152.06,65.54,100.86,80.72,68.95,1.19,
289.36,52.56,162.13,197.12,135.17,168.45,78.68,126.29,91.31,
289.575,109.91,61.78,64,28.67,27.14,31.57,7.51,64.68,
289.79,122.2,131.41,195.07,157.69,96.77,121.68,165.2,162.98,
290.004,1.37,-52.91,59.9,-40.96,84.48,-27.82,-27.31,38.06,
290.219,122.2,110.93,147.97,196.61,174.59,105.3,81.24,171.18,
290.434,-8.87,49.49,66.05,36.86,4.61,-1.19,42.32,27.82,
290.649,25.94,16.73,145.92,-14.34,-62.98,2.9,34.13,23.72,
290.864,-27.31,86.36,98.81,75.77,-15.87,66.39,-21.16,44.2,
291.079,114,45.4,51.71,104.45,-56.83,45.91,46.42,54.44,
291.294,114,39.25,154.11,59.39,68.09,101.2,122.2,76.97,
291.509,62.8,61.78,123.39,112.64,45.57,23.38,101.72,85.16,
291.724,107.86,14.68,166.4,-30.72,82.43,86.87,-27.31,-9.05,
291.938,1.37,-7.85,123.39,73.73,84.48,-1.19,-23.21,117.93,
292.153,95.57,45.4,160.25,184.32,47.62,131.92,109.91,83.11,
292.368,32.08,-11.95,131.58,34.82,2.56,-5.29,1.37,25.77,
292.583,64.85,61.78,174.59,112.64,76.29,90.96,66.9,74.92,
292.798,120.15,61.78,178.69,51.2,96.77,127.83,91.48,171.18,
293.012,34.13,39.25,176.64,71.68,123.39,50,38.23,205.99,
293.227,120.15,41.3,264.7,69.63,8.7,19.29,144.72,197.8,
293.442,71,67.92,123.39,34.82,-13.82,27.48,58.71,72.87,
293.657,204.11,24.92,272.89,79.87,150.01,138.07,93.52,111.78,
293.871,138.58,104.79,242.17,110.59,86.53,140.12,120.15,228.52,
294.086,140.63,33.11,162.3,137.21,43.52,84.82,114,97.45,
294.301,208.21,168.27,336.38,251.9,107.01,144.21,146.77,222.38,
294.516,140.63,170.32,254.46,145.41,188.93,109.4,52.56,150.7,
294.73,71,0.34,164.35,104.45,41.47,39.76,60.76,-9.05,
294.945,1.37,-20.14,47.62,-55.3,-30.21,25.43,15.7,-31.57,
295.16,128.34,-22.19,131.58,69.63,61.95,129.88,30.04,-15.19,
295.374,95.57,188.75,240.12,122.88,147.97,113.49,103.76,150.7,
295.589,114,94.55,164.35,94.21,64,90.96,124.24,132.26,
295.804,21.85,-52.91,139.77,14.34,-36.35,70.48,83.28,54.44,
296.018,140.63,78.16,123.39,18.43,59.9,152.4,56.66,119.98,
296.233,154.96,115.03,221.69,182.27,104.96,162.64,130.39,136.36,
296.447,13.65,90.45,193.02,71.68,104.96,95.06,111.96,91.31,
296.662,38.23,76.12,96.77,51.2,-42.5,29.52,9.56,9.39,
296.877,226.64,108.88,256.51,141.31,119.29,121.68,138.58,115.88,
297.091,154.96,96.6,203.26,24.58,8.7,111.44,60.76,117.93,
297.306,91.48,-16.04,182.78,36.86,-11.78,4.95,-41.64,23.72,
297.52,66.9,39.25,143.87,100.35,2.56,52.05,3.41,27.82,
297.735,75.09,49.49,166.4,77.82,96.77,35.67,101.72,48.3,
297.949,111.96,2.39,123.39,28.67,20.99,68.44,21.85,156.84,
298.164,-0.68,92.5,162.3,55.3,12.8,54.1,169.3,111.78,
298.378,116.05,51.54,215.55,149.5,47.62,66.39,15.7,103.59,
298.593,62.8,-16.04,107.01,-2.05,-42.5,-60.59,-19.11,-25.43,
298.807,23.89,-16.04,55.81,14.34,-50.69,15.19,-21.16,-2.9,
299.022,107.86,37.2,236.03,69.63,37.38,41.81,19.8,74.92,
299.236,105.81,78.16,240.12,155.65,115.2,246.61,152.92,140.46,
299.451,17.75,4.44,86.53,8.19,8.7,82.77,5.46,52.39,
299.665,56.66,-63.15,66.05,67.58,53.76,107.35,-41.64,85.16,
299.88,-17.07,-22.19,78.33,83.97,0.51,29.52,15.7,-23.38,
300.094,83.28,170.32,111.1,49.15,43.52,121.68,60.76,122.02,
300.309,87.38,90.45,123.39,26.62,72.19,82.77,1.37,48.3,
300.523,99.67,24.92,205.31,75.77,27.14,80.72,30.04,99.5,
300.737,32.08,-16.04,121.34,55.3,-26.11,21.33,9.56,68.78,
300.952,171.35,100.69,174.59,114.69,90.62,142.16,83.28,66.73,
301.166,105.81,-9.9,96.77,88.06,41.47,125.78,81.24,66.73,
301.381,50.52,-67.24,145.92,51.2,51.71,-15.53,-51.88,7.34,
301.595,-47.79,-50.86,104.96,57.34,-75.26,15.19,81.24,-7,
301.809,73.04,96.6,184.83,69.63,-9.73,97.11,38.23,60.59,
302.024,3.41,100.69,152.06,2.05,33.28,142.16,30.04,66.73,
302.238,-31.4,6.49,211.45,-47.1,23.04,2.9,5.46,27.82,
302.452,77.14,65.88,227.84,139.26,94.72,164.69,144.72,179.37,
302.667,73.04,76.12,92.67,40.96,49.66,64.34,62.8,76.97,
302.881,228.69,166.23,283.13,210.94,80.38,138.07,140.63,173.22,
303.095,212.31,49.49,172.54,172.03,111.1,43.86,107.86,111.78,
303.309,116.05,47.44,166.4,86.01,68.09,154.45,27.99,91.31,
303.524,50.52,-52.91,147.97,22.53,10.75,64.34,91.48,122.02,
303.738,169.3,98.64,98.81,139.26,31.23,-13.48,68.95,-2.9,
303.952,-15.02,6.49,90.62,-36.86,-9.73,2.9,-17.07,50.35,
304.166,120.15,106.84,281.08,73.73,35.33,50,71,74.92,
304.381,-72.36,0.34,98.81,-61.44,-108.03,-46.25,-70.31,50.35,
304.595,193.87,57.68,248.32,180.22,127.49,174.93,173.39,117.93,
304.809,15.7,0.34,123.39,57.34,37.38,19.29,23.89,50.35,
305.023,46.42,90.45,141.82,38.91,27.14,105.3,-19.11,15.53,
305.237,-10.92,6.49,186.88,40.96,76.29,45.91,73.04,21.67,
305.452,79.19,29.01,244.22,-8.19,39.42,76.63,21.85,76.97,
305.666,17.75,145.75,246.27,59.39,86.53,95.06,62.8,119.98,
305.88,140.63,147.8,195.07,102.4,168.45,148.31,54.61,48.3,
306.094,144.72,14.68,242.17,169.98,53.76,144.21,91.48,150.7,
306.308,116.05,45.4,190.97,165.89,55.81,136.02,48.47,189.61,
306.522,130.39,92.5,221.69,120.83,45.57,144.21,23.89,187.56,
306.736,73.04,88.4,240.12,104.45,61.95,119.64,42.32,154.79,
306.95,146.77,82.26,193.02,104.45,86.53,101.2,111.96,79.02,
307.164,48.47,33.11,125.44,26.62,55.81,47.96,97.62,50.35,
307.379,99.67,80.21,64,90.11,37.38,74.58,15.7,119.98,
307.593,134.48,123.22,246.27,159.74,57.86,152.4,161.11,134.31,
307.807,95.57,88.4,250.36,131.07,121.34,129.88,171.35,201.9,
308.021,62.8,166.23,258.56,90.11,53.76,72.53,56.66,144.55,
308.235,68.95,94.55,229.88,120.83,35.33,121.68,175.44,119.98,
308.449,-74.41,-16.04,-13.82,28.67,-26.11,0.85,-12.97,5.29,
308.663,58.71,29.01,160.25,94.21,78.33,109.4,54.61,60.59,
308.877,265.55,192.85,387.58,282.62,164.35,238.42,259.41,277.67,
309.091,42.32,82.26,250.36,71.68,68.09,47.96,-4.78,74.92,
309.305,83.28,174.42,225.79,118.78,104.96,109.4,93.52,136.36,
309.519,-39.59,-134.82,70.14,-6.14,-159.23,-58.54,-72.36,-43.86,
309.733,171.35,94.55,246.27,155.65,170.49,195.41,93.52,130.22,
309.947,-53.93,-36.52,86.53,53.25,-32.26,13.14,-109.22,66.73,
310.161,68.95,137.56,186.88,79.87,127.49,62.29,54.61,95.4,
310.374,134.48,129.36,244.22,116.73,125.44,164.69,87.38,191.66,
310.588,183.63,82.26,262.65,114.69,111.1,97.11,124.24,249,
310.802,-41.64,-11.95,123.39,51.2,-38.4,-11.43,-33.45,70.83,
311.016,32.08,4.44,152.06,61.44,16.9,66.39,-10.92,138.41,
311.23,128.34,22.87,287.23,71.68,18.94,-15.53,101.72,87.21,
311.444,34.13,-106.15,135.68,-36.86,-32.26,-58.54,-43.69,-21.33,
311.658,83.28,63.83,225.79,63.49,86.53,133.97,23.89,93.35,
311.872,122.2,196.95,258.56,102.4,117.25,258.9,132.44,138.41,
312.085,85.33,69.97,276.99,100.35,84.48,140.12,93.52,50.35,
312.299,171.35,164.18,305.66,145.41,129.53,131.92,191.83,113.83,
312.513,150.87,172.37,217.6,184.32,131.58,115.54,87.38,218.28,
312.727,105.81,80.21,254.46,110.59,64,66.39,116.05,105.64,
312.941,25.94,4.44,104.96,22.53,14.85,2.9,-27.31,27.82,
313.154,75.09,18.77,250.36,67.58,39.42,140.12,56.66,62.63,
313.368,60.76,0.34,254.46,110.59,70.14,88.92,42.32,91.31,
313.582,60.76,45.4,274.94,120.83,72.19,117.59,-25.26,46.25,
313.796,-49.83,69.97,274.94,126.97,23.04,35.67,85.33,38.06,
314.009,30.04,80.21,190.97,98.3,-60.93,136.02,-62.12,7.34,
314.223,202.07,198.99,344.57,215.04,115.2,142.16,118.1,226.47,
314.437,138.58,45.4,260.6,106.49,16.9,88.92,107.86,91.31,
314.651,167.25,72.02,320,145.41,107.01,84.82,-6.83,222.38,
314.864,36.18,20.82,158.21,-36.86,-75.26,-46.25,17.75,79.02,
315.078,136.53,-7.85,201.21,43.01,-3.58,123.73,30.04,72.87,
315.292,-62.12,-95.91,107.01,32.77,-26.11,-87.21,-17.07,-68.44,
315.505,77.14,35.16,250.36,2.05,20.99,70.48,-43.69,103.59,
315.719,148.82,63.83,197.12,65.54,37.38,144.21,58.71,81.07,
315.933,146.77,49.49,276.99,100.35,100.86,82.77,89.43,93.35,
316.146,120.15,2.39,174.59,79.87,-50.69,-76.97,-8.87,-25.43,
316.36,25.94,24.92,227.84,-22.53,-5.63,17.24,13.65,9.39,
316.573,124.24,96.6,371.19,186.37,66.05,113.49,79.19,203.94,
316.787,138.58,127.32,285.18,75.77,117.25,84.82,52.56,128.17,
317.001,97.62,57.68,231.93,43.01,86.53,146.26,95.57,111.78,
317.214,1.37,67.92,180.73,32.77,-52.74,7,-78.51,74.92,
317.428,87.38,45.4,262.65,108.54,39.42,82.77,114,132.26,
317.641,38.23,-16.04,258.56,75.77,-108.03,7,-86.7,33.96,
317.855,89.43,29.01,197.12,86.01,49.66,-1.19,48.47,40.11,
318.068,114,-40.62,264.7,55.3,64,138.07,85.33,208.04,
318.282,114,6.49,334.33,59.39,6.66,162.64,38.23,48.3,
318.495,226.64,198.99,260.6,180.22,174.59,219.99,167.25,343.21,
318.709,150.87,12.63,258.56,176.13,18.94,68.44,118.1,181.42,
318.922,25.94,0.34,313.85,73.73,23.04,47.96,58.71,85.16,
319.136,259.41,180.56,309.76,215.04,80.38,211.79,144.72,167.08,
319.349,154.96,149.84,356.86,110.59,147.97,195.41,44.37,173.22,
319.563,40.28,4.44,227.84,4.1,23.04,-15.53,-8.87,38.06,
319.776,124.24,55.64,340.47,98.3,88.57,84.82,197.97,175.27,
319.99,23.89,24.92,172.54,-32.77,-42.5,-29.87,-62.12,7.34,
320.203,73.04,31.06,334.33,122.88,102.91,144.21,68.95,220.33,
320.417,118.1,37.2,295.42,63.49,76.29,2.9,83.28,103.59,
320.63,116.05,96.6,295.42,100.35,82.43,115.54,136.53,50.35,
320.843,212.31,237.91,344.57,178.17,207.36,195.41,167.25,218.28,
321.057,75.09,24.92,274.94,83.97,131.58,72.53,116.05,183.46,
321.27,50.52,26.96,264.7,-14.34,68.09,45.91,44.37,179.37,
321.483,114,6.49,264.7,79.87,25.09,111.44,95.57,189.61,
321.697,197.97,65.88,395.77,231.42,150.01,93.01,132.44,230.57,
321.91,116.05,35.16,285.18,63.49,-30.21,115.54,42.32,158.89,
322.124,71,41.3,309.76,67.58,117.25,78.68,56.66,124.07,
322.337,154.96,119.12,291.32,129.02,162.3,138.07,134.48,238.76,
322.55,77.14,-57,252.41,24.58,-1.54,-48.3,-33.45,29.87,
322.763,116.05,76.12,276.99,124.93,47.62,117.59,25.94,177.32,
322.977,142.68,6.49,217.6,-26.62,37.38,25.43,19.8,124.07,
323.19,71,-40.62,276.99,30.72,53.76,80.72,-23.21,191.66,
323.403,95.57,84.31,307.71,55.3,57.86,62.29,64.85,158.89,
323.617,30.04,53.59,291.32,77.82,51.71,123.73,146.77,150.7,
323.83,185.68,147.8,410.11,102.4,78.33,164.69,87.38,193.7,
324.043,103.76,-1.71,279.04,45.06,-13.82,93.01,-6.83,140.46,
324.256,111.96,74.07,350.71,163.84,92.67,76.63,36.18,126.12,
324.469,32.08,6.49,197.12,18.43,-108.03,7,-31.4,46.25,
324.683,154.96,94.55,395.77,120.83,135.68,160.59,163.15,232.62,
324.896,130.39,-7.85,342.52,59.39,-3.58,76.63,23.89,85.16,
325.109,152.92,55.64,338.43,38.91,25.09,74.58,48.47,136.36,
325.322,101.72,-57,221.69,-53.25,-26.11,-83.11,5.46,72.87,
325.535,200.02,43.35,371.19,86.01,125.44,99.16,99.67,216.23,
325.748,214.35,137.56,393.72,149.5,147.97,197.46,75.09,226.47,
325.962,171.35,65.88,315.9,47.1,47.62,21.33,48.47,187.56,
326.175,79.19,63.83,317.95,49.15,-7.68,119.64,130.39,119.98,
326.388,132.44,141.65,389.63,122.88,68.09,101.2,109.91,246.95,
326.601,167.25,41.3,428.54,141.31,135.68,119.64,152.92,175.27,
326.814,134.48,2.39,313.85,51.2,98.81,70.48,-21.16,134.31,
327.027,120.15,51.54,360.95,86.01,119.29,45.91,1.37,162.98,
327.24,253.27,104.79,459.26,104.45,127.49,131.92,128.34,232.62,
327.453,19.8,-57,281.08,-65.53,-95.74,-68.78,-31.4,46.25,
327.666,132.44,49.49,387.58,122.88,76.29,123.73,173.39,191.66,
327.879,175.44,196.95,471.54,131.07,164.35,219.99,177.49,232.62,
328.092,68.95,49.49,385.53,71.68,150.01,90.96,30.04,199.85,
328.305,157.01,82.26,363,81.92,0.51,41.81,30.04,255.14,
328.518,167.25,-20.14,344.57,81.92,29.18,2.9,19.8,130.22,
328.731,97.62,-7.85,342.52,26.62,-67.07,105.3,60.76,144.55,
328.944,21.85,4.44,295.42,116.73,-17.92,76.63,64.85,115.88,
329.157,138.58,92.5,365.05,133.12,39.42,74.58,58.71,263.33,
329.37,83.28,-18.09,369.15,104.45,29.18,56.15,101.72,152.74,
329.583,286.03,139.6,457.21,225.28,139.77,125.78,204.11,330.92,
329.796,257.36,151.89,414.2,188.41,104.96,148.31,27.99,218.28,
330.009,25.94,-3.75,377.34,-24.58,-87.55,21.33,9.56,111.78,
330.222,165.2,137.56,377.34,61.44,76.29,162.64,60.76,160.94,
330.435,173.39,57.68,465.4,141.31,61.95,129.88,93.52,263.33,
330.648,124.24,8.53,399.87,198.65,-3.58,129.88,54.61,208.04,
330.861,111.96,102.74,426.49,116.73,66.05,105.3,13.65,173.22,
331.073,91.48,51.54,457.21,106.49,80.38,50,91.48,167.08,
331.286,122.2,72.02,481.78,172.03,107.01,119.64,132.44,292.01,
331.499,161.11,90.45,381.43,98.3,119.29,121.68,105.81,130.22,
331.712,83.28,20.82,350.71,86.01,-3.58,-13.48,-0.68,109.74,
331.925,95.57,20.82,375.29,49.15,55.81,15.19,81.24,244.9,
332.138,165.2,24.92,434.68,81.92,49.66,41.81,11.61,203.94,
332.35,134.48,123.22,410.11,182.27,88.57,136.02,114,210.09,
332.563,81.24,2.39,391.67,20.48,-58.88,31.57,-37.55,171.18,
332.776,187.73,135.51,535.03,141.31,129.53,133.97,105.81,324.77,
332.989,116.05,-9.9,350.71,6.14,-40.45,13.14,44.37,87.21,
333.202,130.39,0.34,324.09,104.45,-15.87,13.14,32.08,246.95,
333.414,167.25,61.78,367.1,26.62,33.28,101.2,38.23,232.62,
333.627,185.68,-7.85,401.91,69.63,29.18,50,32.08,292.01,
333.84,144.72,0.34,371.19,43.01,-24.06,-27.82,52.56,136.36,
334.053,150.87,110.93,428.54,135.17,-42.5,113.49,5.46,316.58,
334.265,66.9,92.5,375.29,40.96,-24.06,41.81,21.85,185.51,
334.478,87.38,24.92,414.2,47.1,-62.98,93.01,-4.78,212.14,
334.691,138.58,53.59,377.34,18.43,-44.54,41.81,17.75,255.14,
