# CheminTotalEnMicrons	Intensite
-7.057199999999999818e+03	5.999996763314711501e+01
-7.057000000000000000e+03	6.000003643002460052e+01
-7.056800000000000182e+03	5.999997029392002190e+01
-7.056600000000000364e+03	6.000002860339952093e+01
-7.056399999999999636e+03	5.999997267026192560e+01
-7.056199999999999818e+03	6.000002991351318116e+01
-7.056000000000000000e+03	5.999996598119061986e+01
-7.055800000000000182e+03	6.000002638232010810e+01
-7.055600000000000364e+03	5.999997396349351675e+01
-7.055399999999999636e+03	6.000003626018595071e+01
-7.055199999999999818e+03	5.999996399172756867e+01
-7.055000000000000000e+03	6.000002790038546863e+01
-7.054800000000000182e+03	5.999996740480514035e+01
-7.054600000000000364e+03	6.000003010371794687e+01
-7.054399999999999636e+03	5.999997368062361147e+01
-7.054199999999999818e+03	6.000003557811453447e+01
-7.054000000000000000e+03	5.999997259448711873e+01
-7.053800000000000182e+03	6.000003468851509325e+01
-7.053600000000000364e+03	5.999996638549188077e+01
-7.053399999999999636e+03	6.000003499011981489e+01
-7.053199999999999818e+03	5.999997384559392799e+01
-7.053000000000000000e+03	6.000002874661552710e+01
-7.052800000000000182e+03	5.999996743932903343e+01
-7.052600000000000364e+03	6.000003375883598267e+01
-7.052399999999999636e+03	5.999997297862390866e+01
-7.052199999999999818e+03	6.000002808695301582e+01
-7.052000000000000000e+03	5.999997110423048952e+01
-7.051800000000000182e+03	6.000003323120902365e+01
-7.051600000000000364e+03	5.999996497412868735e+01
-7.051399999999999636e+03	6.000003431008727262e+01
-7.051199999999999818e+03	5.999996469797022058e+01
-7.051000000000000000e+03	6.000003111360304331e+01
-7.050800000000000182e+03	5.999997346689659850e+01
-7.050600000000000364e+03	6.000003629228683621e+01
-7.050399999999999636e+03	5.999996671795630476e+01
-7.050199999999999818e+03	6.000003632542648546e+01
-7.050000000000000000e+03	5.999996938171855021e+01
-7.049800000000000182e+03	6.000002956437079860e+01
-7.049600000000000364e+03	5.999996752016453172e+01
-7.049399999999999636e+03	6.000002642876433612e+01
-7.049199999999999818e+03	5.999996547055172158e+01
-7.049000000000000000e+03	6.000003469729522010e+01
-7.048800000000000182e+03	5.999997453124270663e+01
-7.048600000000000364e+03	6.000002986051842413e+01
-7.048399999999999636e+03	5.999996846266421358e+01
-7.048199999999999818e+03	6.000002499550320323e+01
-7.048000000000000000e+03	5.999996752860489835e+01
-7.047800000000000182e+03	6.000003207782374659e+01
-7.047600000000000364e+03	5.999996513747380078e+01
-7.047399999999999636e+03	6.000002956690835987e+01
-7.047199999999999818e+03	5.999996881569454388e+01
-7.047000000000000000e+03	6.000002980089328020e+01
-7.046800000000000182e+03	5.999997489917954852e+01
-7.046600000000000364e+03	6.000002925384549002e+01
-7.046399999999999636e+03	5.999996736971477418e+01
-7.046199999999999818e+03	6.000003048753500678e+01
-7.046000000000000000e+03	5.999996764944113892e+01
-7.045800000000000182e+03	6.000003001212333942e+01
-7.045600000000000364e+03	5.999996670839387747e+01
