# CheminTotalEnMicrons	Intensite
2.000066668888963051e+01	2.943846310805046773e+00
2.005066835561185457e+01	3.005039323178246846e+00
2.010067002233407862e+01	2.972017528038673806e+00
2.015067168905630268e+01	2.862304948089328338e+00
2.020067335577852674e+01	2.668043901410831698e+00
2.025067502250075080e+01	2.456654799202571571e+00
2.030067668922297486e+01	2.216421949346304654e+00
2.035067835594519892e+01	1.951146404476664431e+00
2.040068002266742297e+01	1.702643605860874265e+00
2.045068168938964703e+01	1.435914713299304868e+00
2.050068335611187109e+01	1.238148628796790662e+00
2.055068502283409515e+01	1.101973825887519798e+00
2.060068668955631921e+01	1.017492792727959561e+00
2.065068835627854327e+01	1.009102828405570529e+00
2.070069002300076733e+01	1.067216931130265944e+00
2.075069168972299138e+01	1.173833649300473736e+00
2.080069335644521544e+01	1.353342596111800411e+00
2.085069502316743950e+01	1.589591919341851733e+00
2.090069668988966356e+01	1.854030651394849905e+00
2.095069835661188762e+01	2.126304014550137733e+00
2.100070002333411168e+01	2.345374004257593459e+00
2.105070169005633574e+01	2.578490973787276541e+00
2.110070335677855979e+01	2.776309597085685699e+00
2.115070502350078385e+01	2.895782237010931404e+00
2.120070669022300791e+01	2.996189062661104074e+00
2.125070835694523197e+01	2.974524644721895594e+00
2.130071002366745603e+01	2.932679388927234232e+00
2.135071169038968009e+01	2.794686345046801801e+00
2.140071335711190414e+01	2.591311551155722981e+00
2.145071502383412820e+01	2.383374225947564984e+00
2.150071669055635226e+01	2.087951076016716812e+00
2.155071835727857632e+01	1.851687857537283932e+00
2.160072002400080038e+01	1.579164648404390414e+00
2.165072169072302444e+01	1.359951497336296278e+00
2.170072335744524850e+01	1.192177475210563387e+00
2.175072502416747255e+01	1.062444232477409489e+00
2.180072669088969661e+01	1.000670014046355139e+00
2.185072835761192067e+01	1.023895260490963244e+00
2.190073002433414473e+01	1.110184988293036135e+00
2.195073169105636879e+01	1.248991694149003129e+00
2.200073335777859285e+01	1.439623405734682837e+00
2.205073502450081691e+01	1.704467503841711862e+00
2.210073669122304096e+01	1.959674170936930970e+00
2.215073835794526502e+01	2.197565641295511352e+00
2.220074002466748908e+01	2.457947875483754263e+00
2.225074169138971314e+01	2.705156956598504525e+00
2.230074335811193720e+01	2.820542483791335542e+00
2.235074502483416126e+01	2.960517398153021507e+00
2.240074669155638531e+01	3.010644001081763665e+00
2.245074835827860937e+01	2.951424708849298639e+00
2.250075002500083343e+01	2.880529784044129737e+00
2.255075169172305749e+01	2.708564066294402384e+00
2.260075335844528155e+01	2.500091233954452541e+00
2.265075502516750561e+01	2.262235192551397489e+00
2.270075669188972967e+01	2.003908936385259132e+00
2.275075835861195372e+01	1.714508267313057388e+00
2.280076002533417778e+01	1.480463109224209317e+00
2.285076169205640184e+01	1.271565261888750742e+00
2.290076335877862590e+01	1.124016542441458322e+00
2.295076502550084996e+01	1.033689395449814530e+00
2.300076669222307402e+01	9.988135978939857162e-01
2.305076835894529808e+01	1.053904766098460399e+00
2.310077002566752213e+01	1.160306526743338118e+00
2.315077169238974619e+01	1.316372371564746624e+00
2.320077335911197025e+01	1.549755068118697787e+00
2.325077502583419431e+01	1.808266273710692928e+00
2.330077669255641837e+01	2.043443964008136327e+00
2.335077835927864243e+01	2.320066613241563491e+00
2.340078002600086648e+01	2.559112492451708132e+00
2.345078169272309054e+01	2.746652045663774189e+00
2.350078335944531460e+01	2.920868586935395417e+00
2.355078502616753866e+01	2.974851206699072215e+00
2.360078669288976272e+01	3.009611238260446964e+00
2.365078835961198678e+01	2.938780344204694472e+00
2.370079002633421084e+01	2.788771268353217980e+00
2.375079169305643489e+01	2.643912228184678082e+00
2.380079335977865895e+01	2.392230275618502766e+00
2.385079502650088301e+01	2.140612536653652143e+00
2.390079669322310707e+01	1.864823679039651738e+00
2.395079835994533113e+01	1.612363831708339745e+00
2.400080002666755519e+01	1.399694551891031091e+00
2.405080169338977925e+01	1.211852226754439377e+00
2.410080336011200330e+01	1.081414691459491317e+00
2.415080502683422736e+01	1.017265426114377425e+00
2.420080669355645142e+01	1.005840076216713674e+00
2.425080836027867548e+01	1.096128401075227021e+00
2.430081002700089954e+01	1.234866919878493396e+00
2.435081169372312360e+01	1.425006979783205008e+00
2.440081336044534766e+01	1.646792143502736616e+00
2.445081502716757171e+01	1.905353839689821083e+00
2.450081669388979577e+01	2.181852497738772989e+00
2.455081836061201983e+01	2.409429990312915049e+00
2.460082002733424389e+01	2.673261372388514800e+00
2.465082169405646795e+01	2.849408469841234748e+00
2.470082336077869201e+01	2.914736976942245317e+00
2.475082502750091606e+01	3.008141017371346315e+00
2.480082669422314012e+01	3.000966334519424628e+00
2.485082836094536418e+01	2.914778166013538563e+00
2.490083002766758824e+01	2.740131539219477830e+00
2.495083169438981230e+01	2.527297058932111540e+00
2.500083336111203636e+01	2.314469184197599283e+00
2.505083502783426042e+01	2.055152019354995030e+00
2.510083669455648447e+01	1.760017532097416071e+00
2.515083836127870853e+01	1.517104393042530308e+00
2.520084002800093259e+01	1.302505536735826919e+00
2.525084169472315665e+01	1.147911287628120558e+00
2.530084336144538071e+01	1.047297456945697425e+00
2.535084502816760477e+01	1.000971770427321328e+00
2.540084669488982883e+01	1.037381911180437877e+00
2.545084836161205288e+01	1.146452956783609922e+00
2.550085002833427694e+01	1.295691405887812842e+00
2.555085169505650100e+01	1.507364819711060067e+00
2.560085336177872506e+01	1.768762167450660172e+00
2.565085502850094912e+01	2.017018996490515192e+00
2.570085669522317318e+01	2.262527998574376031e+00
2.575085836194539723e+01	2.498286199395936880e+00
2.580086002866762129e+01	2.701759552962292421e+00
2.585086169538984535e+01	2.900311228993685209e+00
2.590086336211206941e+01	2.993942799402863120e+00
2.595086502883429347e+01	2.972124625999598813e+00
2.600086669555651753e+01	2.973760288466496426e+00
2.605086836227874159e+01	2.845236522970347792e+00
2.610087002900096564e+01	2.641136380308779952e+00
2.615087169572318970e+01	2.428881305390910850e+00
2.620087336244541376e+01	2.181173908785745130e+00
2.625087502916763782e+01	1.921583241594816416e+00
2.630087669588986188e+01	1.658764880716602219e+00
2.635087836261208594e+01	1.430693771758104083e+00
2.640088002933431000e+01	1.244808937961755291e+00
2.645088169605653405e+01	1.086602225829816470e+00
2.650088336277875811e+01	1.020884240256005437e+00
2.655088502950098217e+01	1.005867001779872760e+00
2.660088669622320623e+01	1.065023681695242086e+00
2.665088836294543029e+01	1.198117275842068175e+00
2.670089002966765435e+01	1.373664104330995173e+00
2.675089169638987840e+01	1.614535057795495332e+00
2.680089336311210246e+01	1.848866170171414414e+00
2.685089502983432652e+01	2.141666424795424017e+00
2.690089669655655058e+01	2.380116576873847922e+00
2.695089836327877464e+01	2.630311980473177602e+00
2.700090003000099870e+01	2.789709032873344707e+00
2.705090169672322276e+01	2.919250743392818315e+00
2.710090336344544681e+01	2.988938213980533831e+00
2.715090503016767087e+01	2.959784244915274698e+00
2.720090669688989493e+01	2.929001968109343768e+00
2.725090836361211899e+01	2.755251514329252860e+00
2.730091003033434305e+01	2.573036569938970786e+00
2.735091169705656711e+01	2.335997214594356386e+00
2.740091336377879117e+01	2.084875894320863843e+00
2.745091503050101522e+01	1.813121256481255772e+00
2.750091669722323928e+01	1.571604812274664642e+00
2.755091836394546334e+01	1.339743725012308539e+00
2.760092003066768740e+01	1.167701000813370582e+00
2.765092169738991146e+01	1.044722077522960868e+00
2.770092336411213552e+01	1.013435883021356565e+00
2.775092503083435957e+01	1.028148998042270446e+00
2.780092669755658363e+01	1.103970437981579567e+00
2.785092836427880769e+01	1.258684808491334683e+00
2.790093003100103175e+01	1.462976232755971884e+00
2.795093169772325581e+01	1.724380732275514028e+00
2.800093336444547987e+01	1.958876784165022311e+00
2.805093503116770393e+01	2.248639435492675087e+00
2.810093669788992798e+01	2.472752505327069805e+00
2.815093836461215204e+01	2.701653427340119151e+00
2.820094003133437610e+01	2.867821961628058691e+00
2.825094169805660016e+01	2.960993397688983730e+00
2.830094336477882422e+01	2.968810086058316422e+00
2.835094503150104828e+01	2.978492040787475759e+00
2.840094669822327234e+01	2.859216024053180316e+00
2.845094836494549639e+01	2.715926516692734438e+00
2.850095003166772045e+01	2.469100627551231053e+00
2.855095169838994451e+01	2.254914338088316317e+00
2.860095336511216857e+01	1.957732145072702323e+00
2.865095503183439263e+01	1.698513722365131429e+00
2.870095669855661669e+01	1.471151195648631615e+00
2.875095836527884074e+01	1.255034036268727338e+00
2.880096003200106480e+01	1.123807652252022837e+00
2.885096169872328886e+01	1.029479334324616691e+00
2.890096336544551292e+01	1.006219431406581322e+00
2.895096503216773698e+01	1.046178004522881899e+00
