1,1,79281
1,2,79532
1,3,79921
1,4,80067
1,5,80428
1,6,80877
1,7,81106
1,8,81341
1,9,81792
1,10,81911
1,11,82114
1,12,82354
1,13,82762
1,14,83088
1,15,83442
1,16,83776
1,17,84213
1,18,84385
1,19,84773
1,20,85073
1,21,85386
1,22,85721
1,23,86122
1,24,86549
1,25,86878
1,26,87124
1,27,87446
1,28,87879
1,29,88221
1,30,88586
1,31,88524
1,32,89346
1,33,89548
1,34,89922
1,35,90166
1,36,90739
1,37,91135
1,38,91319
1,39,91742
1,40,92047
1,41,92521
1,42,92899
1,43,93150
1,44,93627
1,45,93785
1,46,94215
1,47,94561
1,48,94744
1,49,95120
1,50,95594
1,51,95891
1,52,96166
1,53,96465
1,54,97167
1,55,97368
1,56,97646
1,57,98023
1,58,98510
1,59,98715
1,60,99048
1,61,99509
1,62,100027
1,63,100444
1,64,100875
1,65,101391
1,66,101640
1,67,102092
1,68,102450
1,69,102992
1,70,103206
1,71,103900
1,72,104106
1,73,104649
1,74,105326
1,75,105625
1,76,106097
1,77,106510
1,78,106877
1,79,107362
1,80,107874
1,81,108218
1,82,108957
1,83,109426
1,84,109909
1,85,110486
1,86,110992
1,87,112000
1,88,112379
1,89,113071
1,90,113955
1,91,114550
1,92,115312
1,93,116055
1,94,116921
1,95,117603
1,96,118562
1,97,119432
1,98,120198
1,99,121257
1,100,122437
1,101,123563
1,102,124366
1,103,125581
1,104,126969
1,105,128495
1,106,129781
1,107,131150
1,108,132523
1,109,133986
1,110,135592
1,111,136784
1,112,138554
1,113,139821
1,114,141323
1,115,142207
1,116,142831
1,117,143012
1,118,142854
1,119,142229
1,120,141688
1,121,140558
1,122,139359
1,123,137902
1,124,136379
1,125,134891
1,126,132967
1,127,131180
1,128,130385
1,129,130286
1,130,131528
1,131,138122
1,132,149526
1,133,164799
1,134,189293
1,135,230479
1,136,297545
1,137,383540
1,138,478327
1,139,574830
1,140,696539
1,141,805405
1,142,862748
1,143,873397
1,144,837120
1,145,713647
1,146,559391
1,147,420961
1,148,305753
1,149,226001
1,150,174744
1,151,132109
1,152,105257
1,153,93264
1,154,88773
1,155,86244
1,156,84170
1,157,82730
1,158,82088
1,159,81344
1,160,80579
1,161,79943
1,162,79528
1,163,78350
1,164,76689
1,165,75304
1,166,74261
1,167,72895
1,168,71584
1,169,70613
1,170,69710
1,171,69038
1,172,68388
1,173,68017
1,174,67655
1,175,67462
1,176,67404
1,177,67195
1,178,66976
1,179,66930
1,180,66803
1,181,66728
1,182,66648
1,183,66491
1,184,66458
1,185,66296
1,186,66260
1,187,66217
1,188,66081
1,189,66049
1,190,65917
1,191,65921
1,192,65748
1,193,65652
1,194,65670
1,195,65600
1,196,65558
1,197,65576
1,198,65531
1,199,65614
1,200,65593
1,201,65702
1,202,65667
1,203,65622
1,204,65691
1,205,65673
1,206,65732
1,207,65836
1,208,65846
1,209,65802
1,210,65901
1,211,66186
1,212,66084
1,213,66286
1,214,66653
1,215,67021
1,216,67331
1,217,67666
1,218,68193
1,219,68458
1,220,69016
1,221,69436
1,222,70034
1,223,70445
1,224,71034
1,225,71309
1,226,71638
1,227,71990
1,228,72313
1,229,73014
1,230,73325
1,231,73569
1,232,74584
1,233,76447
1,234,78643
1,235,79966
1,236,83965
1,237,88730
1,238,91417
1,239,94238
1,240,98800
1,241,102915
1,242,101201
1,243,100743
1,244,101690
1,245,100976
1,246,98782
1,247,98322
1,248,99835
1,249,101575
1,250,103065
1,251,105246
1,252,107303
